8,0.19,0.33,0.02,0.9,0.12,0.17,0.34,0.47,0.29,0.32,0.2,1.0,0.37,0.72,0.34,0.6,0.29,0.15,0.43,0.39,0.4,0.39,0.32,0.27,0.27,0.2826693892073933,0.41,0.08,0.19,0.1,0.18,0.48,0.27,0.68,0.23,0.41,0.25,0.52,0.68,0.4,0.75,0.75,0.35,0.55,0.59,0.61,0.56,0.74,0.76,0.04,0.14,0.03,0.24,0.27,0.37,0.39,0.07,0.07,0.08,0.08,0.89,0.06,0.14,0.13,0.33,0.39,0.28,0.55,0.09,0.51,0.5,0.21,0.71,0.52,0.05,0.26,0.65,0.14,0.06,0.22,0.19,0.18,0.36,0.35,0.38,0.34,0.38,0.46,0.25,0.04,0.0,0.12,0.42,0.5,0.51,0.64,0.06186536524208501,0.2198752461816646,0.9195811166644208,0.2410935057891678,0.10767021922291674,0.22246567437498155,0.34385284031105273,0.21217598890806416,0.689946713978071,0.7343877765313973,0.21942465026682195,0.12584418938049197,0.12073667640686502,0.2653478917253618,0.06671628618704432,0.5575700944147132,0.3145377452756326,0.12,0.26,0.2,0.16196508158798503,0.08313423424896271,0.6894941331255652,0.4382707928322887,0.32,0.2041845662173437,0.2
53,0.0,0.16,0.12,0.74,0.45,0.07,0.26,0.59,0.35,0.27,0.02,1.0,0.31,0.72,0.11,0.45,0.25,0.29,0.39,0.29,0.37,0.38,0.33,0.16,0.3,0.2803436786978309,0.35,0.01,0.24,0.14,0.24,0.3,0.27,0.73,0.57,0.15,0.42,0.36,1.0,0.63,0.91,1.0,0.29,0.43,0.47,0.6,0.39,0.46,0.53,0.0,0.24,0.01,0.52,0.62,0.64,0.63,0.25,0.27,0.25,0.23,0.84,0.1,0.16,0.1,0.17,0.29,0.17,0.26,0.2,0.82,0.0,0.02,0.79,0.24,0.02,0.25,0.65,0.16,0.0,0.21,0.2,0.21,0.42,0.38,0.4,0.37,0.29,0.32,0.18,0.0,0.0,0.21,0.5,0.34,0.6,0.52,0.06263171209988756,0.21456347565605258,0.9331644577920972,0.23832053469502404,0.10289489785480706,0.21117219906853016,0.34977497209042885,0.22114667575992403,0.6827030627720677,0.7287897112555026,0.21733146041099932,0.1418794356024377,0.11715243909199419,0.2629284334120554,0.07865143985490027,0.5554793395855575,0.3007752627939148,0.02,0.12,0.45,0.16826368260761865,0.07334287812755703,0.7061167110830691,0.43258245919716587,0.0,0.20194127329611042,0.67
24,0.0,0.42,0.49,0.56,0.17,0.04,0.39,0.47,0.28,0.32,0.0,0.0,0.3,0.58,0.19,0.39,0.38,0.4,0.84,0.28,0.27,0.29,0.27,0.07,0.29,0.2857817016356975,0.39,0.01,0.27,0.27,0.43,0.19,0.36,0.58,0.32,0.29,0.49,0.32,0.63,0.41,0.71,0.7,0.45,0.42,0.44,0.43,0.43,0.71,0.67,0.01,0.46,0.0,0.07,0.06,0.15,0.19,0.02,0.02,0.04,0.05,0.88,0.04,0.2,0.2,0.46,0.52,0.43,0.42,0.15,0.51,0.5,0.01,0.86,0.41,0.29,0.3,0.52,0.47,0.45,0.18,0.17,0.16,0.27,0.29,0.27,0.31,0.48,0.39,0.28,0.0,0.0,0.14,0.49,0.54,0.67,0.56,0.07693108903073115,0.20930726667458346,0.9174640875228967,0.24813507445887392,0.10064358185241479,0.21496882087731864,0.3414562310732838,0.2247282304222917,0.6876441462981021,0.7310178499383422,0.22816943913347507,0.12700151675538573,0.11347920898789034,0.26313682226157104,0.06625983623824062,0.5627223104315523,0.3064965797056877,0.01,0.21,0.02,0.1571223210592487,0.06778375521067165,0.7067853691952533,0.4489387370978657,0.0,0.19488456580502703,0.43
34,0.04,0.77,1.0,0.08,0.12,0.1,0.51,0.5,0.34,0.21,0.06,1.0,0.58,0.89,0.21,0.43,0.36,0.2,0.82,0.51,0.36,0.4,0.39,0.16,0.25,0.28532313038730106,0.44,0.01,0.1,0.09,0.25,0.31,0.33,0.71,0.36,0.45,0.37,0.39,0.34,0.45,0.49,0.44,0.75,0.65,0.54,0.83,0.65,0.85,0.86,0.03,0.33,0.02,0.11,0.2,0.3,0.31,0.05,0.08,0.11,0.11,0.81,0.08,0.56,0.62,0.85,0.77,1.0,0.94,0.12,0.01,0.5,0.01,0.97,0.96,0.6,0.47,0.52,0.11,0.11,0.24,0.21,0.19,0.75,0.7,0.77,0.89,0.63,0.51,0.47,0.0,0.0,0.19,0.3,0.73,0.64,0.65,0.07607911891215308,0.2208373567734393,0.9169091790430666,0.24861442247351342,0.09415045005758549,0.21632942731143956,0.34622772561048965,0.21027042044235522,0.6969568488466494,0.7191351248418762,0.22642747017708814,0.13329138181899403,0.10873020969337484,0.2507520904120936,0.08313352653282945,0.5573900864935518,0.30628789621050034,0.02,0.39,0.28,0.1543379438340208,0.07281536074891923,0.7056953363652582,0.4339118442824957,0.0,0.19231423790074517,0.12
42,0.01,0.55,0.02,0.95,0.09,0.05,0.38,0.38,0.23,0.36,0.02,0.9,0.5,0.72,0.16,0.68,0.44,0.11,0.71,0.46,0.43,0.41,0.28,0.0,0.74,0.2804700915152093,0.48,0.0,0.06,0.25,0.3,0.33,0.12,0.65,0.67,0.38,0.42,0.46,0.22,0.27,0.2,0.21,0.51,0.91,0.91,0.89,0.85,0.4,0.6,0.0,0.06,0.0,0.03,0.07,0.2,0.27,0.01,0.02,0.04,0.05,0.88,0.05,0.16,0.19,0.59,0.6,0.37,0.89,0.02,0.19,0.5,0.01,0.89,0.87,0.04,0.55,0.73,0.05,0.14,0.31,0.31,0.3,0.4,0.36,0.38,0.38,0.22,0.51,0.21,0.0,0.0,0.11,0.72,0.64,0.61,0.53,0.06693501007453145,0.21930206228336965,0.9228096782131832,0.25207672565285594,0.09529561317890736,0.20842079536112904,0.34112644881529386,0.22535540295726128,0.6816185978199573,0.7196049047116613,0.21905610339202128,0.1421066825313016,0.11737968770811961,0.2573086898157777,0.07608801947003865,0.5581187165350188,0.29696650982281225,0.04,0.09,0.02,0.15867300399905937,0.0743544174194678,0.6930775868577717,0.44171149792976716,0.0,0.20154274997298113,0.03
6,0.02,0.28,0.06,0.54,1.0,0.25,0.31,0.48,0.27,0.37,0.04,1.0,0.52,0.68,0.2,0.61,0.28,0.15,0.25,0.62,0.72,0.76,0.77,0.28,0.52,0.29133074323976865,0.6,0.01,0.12,0.13,0.12,0.8,0.1,0.65,0.19,0.77,0.06,0.91,0.49,0.57,0.61,0.58,0.44,0.62,0.69,0.87,0.53,0.3,0.43,0.0,0.11,0.04,0.3,0.35,0.43,0.47,0.5,0.5,0.56,0.57,0.45,0.28,0.25,0.19,0.29,0.53,0.18,0.39,0.26,0.73,0.0,0.02,0.84,0.3,0.16,0.28,0.25,0.02,0.05,0.94,1.0,1.0,0.67,0.63,0.68,0.62,0.47,0.59,0.11,0.0,0.0,0.7,0.42,0.49,0.73,0.64,0.06607606594486136,0.2227606585058705,0.9238531273023926,0.2481513456729415,0.09885872096434416,0.20651812837384567,0.3483861303871971,0.20852611259105633,0.6973689821047404,0.7228119346476181,0.21128434358990306,0.1311703094134157,0.1177921272339424,0.26836224953636073,0.06600821688871875,0.5627080045274349,0.2982712621995945,0.01,0.58,0.1,0.16914443130338422,0.085000400418813,0.704755815506826,0.4467691854284618,0.0,0.20248710285479973,0.14
44,0.01,0.39,0.0,0.98,0.06,0.02,0.3,0.37,0.23,0.6,0.02,0.81,0.42,0.5,0.23,0.68,0.61,0.21,0.54,0.43,0.47,0.44,0.4,0.24,0.86,0.28243702089453254,0.36,0.01,0.11,0.29,0.41,0.36,0.28,0.54,0.44,0.53,0.33,0.49,0.25,0.34,0.28,0.28,0.42,0.77,0.81,0.79,0.74,0.57,0.62,0.0,0.13,0.01,0.0,0.02,0.02,0.1,0.0,0.01,0.01,0.03,0.73,0.05,0.12,0.13,0.42,0.54,0.24,0.65,0.03,0.46,0.5,0.01,0.89,0.57,0.09,0.49,0.38,0.05,0.05,0.37,0.38,0.39,0.26,0.35,0.42,0.35,0.46,0.44,0.31,0.0,0.0,0.15,0.81,0.77,0.91,0.84,0.06769528668431198,0.225841982015315,0.9206707195648368,0.23700889418072785,0.0971325653800354,0.21028103957800587,0.35362663225566743,0.21910706838960825,0.6980179290953076,0.7241368473482153,0.2144504616999839,0.13446122545923603,0.12008864834351116,0.25249794213187343,0.07922722125846524,0.5560633969895522,0.30245441457061467,0.05,0.08,0.06,0.167326450887995,0.0804262642212182,0.6931152430773864,0.4311041679360813,0.0,0.19281198057745963,0.03
6,0.01,0.74,0.03,0.46,0.2,1.0,0.52,0.55,0.36,0.35,0.0,0.0,0.16,0.44,1.0,0.23,0.53,0.97,0.41,0.15,0.1,0.12,0.08,0.17,0.27,0.2818162807323897,0.21,0.03,0.64,0.96,0.82,0.12,1.0,0.26,0.43,0.34,0.71,0.18,0.38,0.47,0.59,0.52,0.78,0.45,0.43,0.34,0.34,0.29,0.27,0.02,0.5,0.02,0.5,0.59,0.65,0.59,0.69,0.72,0.71,0.6,0.12,0.93,0.74,0.75,0.8,0.68,0.92,0.39,0.89,0.66,0.0,0.01,0.91,0.46,0.22,0.37,0.6,0.28,0.23,0.15,0.13,0.13,0.21,0.24,0.25,0.24,0.64,0.59,0.28,0.0,0.0,0.59,0.58,0.52,0.79,0.78,0.07263938954395913,0.2149405016076197,0.9148485788830842,0.25445129682859463,0.08899758367570045,0.21455464989803227,0.3364128560184192,0.21390815910078936,0.6966633198405333,0.7355563361199617,0.22808676798411973,0.13015390904286533,0.12322901324090471,0.25489541297389867,0.07394296335487147,0.5595899132638993,0.30479193764792667,0.01,0.33,0.0,0.17213009830941423,0.07328776341380955,0.6972447022289774,0.43129698571169534,0.0,0.18891959814490109,0.55
21,0.03,0.34,0.2,0.84,0.02,0.0,0.38,0.45,0.28,0.48,0.04,1.0,0.17,0.47,0.36,0.34,0.55,0.48,0.43,0.21,0.23,0.23,0.19,0.1,0.26,0.28878934076039886,0.22,0.04,0.45,0.52,0.59,0.17,0.55,0.43,0.59,0.36,0.64,0.29,0.62,0.26,0.66,0.67,0.37,0.51,0.55,0.58,0.47,0.65,0.64,0.02,0.29,0.0,0.12,0.09,0.07,0.13,0.0,0.0,0.0,0.0,0.99,0.01,0.12,0.12,0.35,0.38,0.33,0.5,0.1,0.64,0.0,0.04,0.72,0.49,0.05,0.49,0.5,0.57,0.22,0.07,0.07,0.08,0.14,0.17,0.16,0.15,0.38,0.13,0.36,0.01,0.0,0.01,0.78,0.48,0.79,0.75,0.060289498294181426,0.22140507694413858,0.9243392311789927,0.24043317981570975,0.08926556002857737,0.2139466060683572,0.34618497561531686,0.20843042309768295,0.6850993420674495,0.7256669333707928,0.2169413014179184,0.13108031895358205,0.11397266493195589,0.2555698894292202,0.08289027487288299,0.5647347885315183,0.30405037464545825,0.04,0.17,0.04,0.1726132699197703,0.07158266534494068,0.6918378518876825,0.43490743892921546,0.0,0.19841243614721935,0.53
29,0.01,0.4,0.06,0.87,0.3,0.03,0.9,0.82,0.8,0.39,0.02,1.0,0.54,0.59,0.22,0.86,0.42,0.02,0.31,0.85,0.89,0.94,0.11,0.09,0.33,0.289981119484519,0.8,0.0,0.11,0.04,0.03,1.0,0.11,0.44,0.2,1.0,0.02,0.96,0.3,0.85,0.39,0.36,0.31,0.65,0.73,0.78,0.67,0.72,0.71,0.0,0.07,0.01,0.41,0.44,0.52,0.48,0.22,0.21,0.22,0.19,0.85,0.03,0.09,0.06,0.15,0.34,0.05,0.48,0.03,0.58,0.0,0.02,0.72,0.38,0.07,0.47,0.04,0.01,0.0,0.63,0.71,0.79,0.44,0.42,0.47,0.41,0.23,0.27,0.28,0.0,0.0,0.22,0.42,0.34,0.23,0.09,0.0791143936917327,0.22171529991983202,0.9301101477640463,0.25267228836757216,0.08870377200161808,0.21541592589916012,0.33427015708829183,0.21620275910770748,0.6962323812060016,0.7255858134910671,0.21160557862170612,0.1288710725717476,0.11450514728361777,0.24997592984786068,0.06635935032225193,0.5494857160510084,0.30673370511646963,0.0,0.47,0.11,0.1644120860818274,0.0682409094255628,0.7001255295588946,0.4493134456118261,0.0,0.19048702649393945,0.15
