-1.513221260704231685e+00,-5.576760230023906750e+00,-5.008124074174098439e+00,-5.121524454461562570e+00,-4.432086042957948280e+00,-4.817298612427458160e+00,-3.876673949935008689e+00,-3.948202663723889394e+00,-1.839728626076772233e+00,-1.959579421445486691e+00,-1.628060933103310237e+00,-4.056758651856030795e+00,-4.844815630538143125e+00,-3.853249516400035102e+00,-2.948322551438726791e+00,-1.461345408513594180e+00,-2.508794879412118206e+00,-4.158369809238459114e-01,-1.688106420448338696e+00,-2.630271782324504315e+00,0.000000000000000000e+00
-8.429939010214227979e-01,2.545949402027658515e-02,-9.306344623848183950e-01,-7.774799881834715265e-02,1.701490875675990111e+00,8.067471155232905922e-01,-4.578881324747300363e-01,1.073651049019484160e+00,-8.551888723874154774e-01,-1.276769101697289299e-01,7.969985143200546407e-01,5.185208196612562936e-01,9.270138992244794096e-01,6.283683292191072356e-01,1.026902804528879720e+00,8.164789083670020986e-04,-1.032659917344581180e+00,-1.984401777863179506e-01,1.900703117775605300e+00,-9.344467092831438837e-01,0.000000000000000000e+00
-1.280085260366713440e-01,1.497222609672323568e+00,1.226121316827219143e+00,4.799445474018003033e+00,3.653592320239224200e+00,1.788150594839671648e+00,6.248281157609505421e-01,3.969856628639666596e+00,-9.032919439863897892e-01,9.113635987600177124e-03,2.503661361963831489e+00,3.123031766780036911e+00,3.217282063818394544e+00,2.281103420154490191e+00,2.030930450106458895e+00,1.060801863962360203e+00,4.050909392411608856e+00,1.322684966785255378e+00,3.104215309347466256e+00,3.580904368210219069e+00,0.000000000000000000e+00
-2.449060958574468261e-01,-4.336416794850019407e+00,-2.506493724407198531e+00,2.821665425114788794e-01,-1.679636755639696055e+00,-7.693505102639653925e-01,-4.108505283933785002e+00,-1.087277886701537355e+00,-1.562790712529677828e+00,-2.217430842707694971e+00,-2.260714037416380329e+00,-2.212569799422924532e+00,-1.878358978649414368e+00,-7.359151713647376081e-01,-1.408708527970506275e+00,-3.237879668084589824e+00,-9.063655305721016742e-01,-4.591530792820547546e+00,-1.595598441768365294e+00,-1.756737588395320016e+00,0.000000000000000000e+00
1.694689926810383218e+00,3.068077454734137621e+00,1.182456740370496640e-01,-4.032956717256253043e-01,9.230837932489710518e-01,2.459040224742234049e+00,8.505271264568220468e-01,2.230054016012593010e+00,9.454544024593747320e-01,2.802710043888170244e+00,6.848614817348313011e-01,3.938332293072316581e+00,1.542577937647539477e+00,1.086771308377434631e+00,2.959191915747696022e+00,2.101476343913351030e+00,6.082629470799613691e-02,3.351293636047073754e+00,1.568272815049069457e+00,-1.255224185553861505e+00,0.000000000000000000e+00
2.919395656064582845e+00,-1.386840686243611953e-01,-3.012754440610969642e-01,1.066758945003870807e+00,1.908872123522470154e+00,-8.628238179917674389e-01,3.987200732110043333e+00,2.614831363304486622e+00,1.670327905505640365e+00,3.354740267507513973e+00,3.632451811663174879e-01,1.368365841911430625e+00,-1.462906018139915609e+00,1.791696021950511808e+00,-7.773036757685286569e-01,2.919981790610756800e+00,2.158979062045026875e+00,3.059280130002067999e+00,6.304729828205476450e-01,-5.948547583477156175e-01,0.000000000000000000e+00
2.673194741336155644e+00,1.082876823051191595e+00,5.361015302609745126e-01,7.933962060160818508e-01,-2.834129395892464043e-01,2.031776927963542700e+00,1.861803800776821394e+00,1.880449604467875790e+00,2.147924412028466179e+00,2.460840258853359330e+00,1.514110875229584874e+00,5.514628072256289038e-01,3.183780761367883461e+00,2.396338099732926885e+00,4.379479214343876770e+00,3.707210048632809229e+00,-7.521740359114467145e-01,4.485735091395014251e+00,1.452874113180385285e+00,4.803374649931300699e-01,0.000000000000000000e+00
2.744100032064665573e+00,8.829358165666393310e-01,1.818316842854839299e+00,1.082036688270773706e+00,-7.894651511107316777e-01,1.560672893394937422e+00,9.854801268948821802e-01,8.494177622313775489e-02,1.362356116914076987e+00,4.961453233890072423e-01,1.402801554680589646e+00,-2.730156814501748741e+00,1.729022552831391835e+00,3.050557672576485135e+00,2.249539922915023693e-01,2.591823709362905959e-02,-9.717150428271474905e-01,4.372761967692934126e-01,4.159203286541544031e-01,3.581276674310653052e-02,0.000000000000000000e+00
5.117124409559362874e+00,4.236629780169391069e+00,3.676418869578899518e+00,6.000329765093828094e+00,3.644478572510608583e+00,3.557024587297444196e+00,4.603997653151016500e+00,4.826584075434060317e+00,6.446022522443154656e+00,4.753206270836017211e+00,3.468952597571822505e+00,5.117254671114739750e+00,5.916496047953627269e+00,5.727202003803574470e+00,5.047429576149405683e+00,4.621959966539584741e+00,4.783633983249199417e+00,3.551398004730630831e+00,5.696747098226524031e+00,5.324534643633375808e+00,0.000000000000000000e+00
2.759320251576858896e-01,2.972122901847037202e+00,-7.347266182364287079e-01,1.708232565430644723e+00,3.080079771047849135e+00,1.175863741118923222e+00,-9.823820034575315718e-01,1.560924999757621556e+00,2.987478715455722966e+00,4.206370512249993254e+00,6.435137604444160608e+00,3.421857870666963564e+00,4.081268633976954163e+00,-1.599828970460867694e+00,3.635318549162202650e+00,1.768966758219551405e+00,4.139466816845454034e+00,3.377892917441001508e+00,4.368800661637763483e+00,1.323737877921969064e+00,0.000000000000000000e+00
